"","Genus","obj_id","species","speciesMatched","uuid","ifungorum_number","acid_phosphatase","acidPhosphatase_count","alpha_glucosidase","alphaGlucosidase15_count","alphaGlucosidase31_count","alphaMannanase76_count","aminoAcidPermease_count","ammoniumTransporter_count","amylase88_count","ascoma_development","ascoma_type","ascus_dehiscence","auxinResponsivePromoter_count","beta_glucosidase","beta_glucuronidase","beta_xylosidase","betaGlucanSynthase_count","betaGlucosidase1_count","betaXylosidase43_count","blueChannel_mean","blueChannel_sd","cellobiohydrolase","cellobiohydrolase6_count","cellobiohydrolase7_count","chitinase_count","chitosanase8_count","Cohens_d_Cellulose","Cohens_d_Glucose","Cohens_d_Lignin","Cohens_d_Tannin","Cohens_d_Xylan","coldShockProtein_count","colour_mean","confidence_fg","crystalineCellulaseAA9_count","culture_media","culture_notes","dsDNA","elevation","em_expl","em_text","endoglucanase12_count","endoglucanase9_count","extension_rate","fruiting_body_size","fungalLigninPeroxidase_count","glucosidase81_count","glycopeptidase85_count","glycoproteinSynthesis92_count","greenChannel_mean","greenChannel_sd","growth_form_fg","guild_fg","heatShockProtein_count","higher_clade","invertase32_count","latitude","leucine_aminopeptidase","longitude","map","mat","melanin_content","melanin_count","n_acetyl_glucosaminidase","nitrateTransporter_count","notes_fg","peroxidase","phenol_oxidase","phosphateTransporter_count","redChannel_mean","redChannel_sd","RNAHelicase_count","RNApolymerase_count","source_funguild_fg","spore_length","spore_size","spore_width","sporocarp_chitin","sporocarp_N","sporocarp_protein","sporocarp_resp","sterol_type","studyName","substrate","taxonomic_level_fg","tissue_c","tissue_cn","tissue_cp","tissue_n","tissue_np","tissue_p","total_genes","trait_fg","trehalase_count","trophic_mode_fg"
"30","Amylascus","Tedersoo_Smith_2013_9","Amylascus","Amylascus sp.","0a3ff58f-d6d6-4767-9c71-6b65d094e737",182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Ectomycorrhizal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263",NA,NA,NA,NA,NA,NA,NA,NA,"Tedersoo_Smith_2013",NA,13,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
"31","Anamika","Tedersoo_Smith_2013_10","Anamika","Anamika sp.","484c4607-b847-431d-914e-7dca1a533b30",28594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Ectomycorrhizal",NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263",NA,NA,NA,NA,NA,NA,NA,NA,"Tedersoo_Smith_2013",NA,13,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
"32","Anaphysmene","Tedersoo_Smith_2013_156","Wakefieldia","Anaphysmene sp.","61682cd5-fd4e-413e-93b3-185b997e97ba",7146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tedersoo_Smith_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Anaptychia","Schoch_etal_2009_10","Amphilogia_gyrosa","Anaptychia palmulata","e2496acd-ed4f-4b0f-9053-3e2d32c51ee4",510066,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Poricidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Aniptodera","Schoch_etal_2009_13","Aniptodera_chesapeakensis","Aniptodera chesapeakensis","2fcc58a3-a39d-4f71-836e-5d03a7a87f03",308702,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Deliquescent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Annulusmagnus","Schoch_etal_2009_14","Annulusmagnus_triseptatus","Annulusmagnus triseptatus","b2ef2462-da63-4629-9755-e28e37ec8136",488707,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Poricidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Anomoporia","Siletti_etal_2017_11","Anomoporia bombycina _","Anomoporia bombycina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.29646363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siletti_etal_2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Anomoporia-bombycina","Talbot_etal_2015_4","Anomoporia-bombycina","Anomoporia-bombycina sp.",NA,NA,1032.77660723187,NA,152.045332330665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.39079059493,3.18942682467014,26.0153993674776,NA,NA,NA,NA,NA,132.264311118319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1388.45947394588,NA,NA,4.05819797667154,0.306855944424476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Talbot_etal_2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Antarctomyces","Treseder_etal_2016_41","Antarctomyces_sp_Di101_3","Antarctomyces sp Di101 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Anthostomella","Schoch_etal_2009_15","Anthostomella_torosa","Anthostomella torosa","1c3223f1-fbc3-40c9-88c1-4b9f5376f955",484589,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Poricidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Anthracobia","Schoch_etal_2009_16","Anthracobia_macrocystis","Anthracobia macrocystis","13b798a8-bd2b-4ad3-9dc7-ca406a776651",120828,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Operculate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Antonospora","Grigoriev_etal_2014_5","Antonospora_locustae","Antonospora locustae","16b7c3bf-3d2a-47ff-bda0-cac778e422a5",NA,NA,0.999999999999999,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.999999999999999,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,3.00000000000001,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grigoriev_etal_2014",NA,NA,NA,NA,NA,NA,NA,NA,2606,NA,0.999999999999999,NA
"42","Anungitopsis","Treseder_etal_2016_43","Anungitopsis_speciosa","Anungitopsis speciosa","1ae88840-e1dd-45fb-ada1-d18e20a13cb5",361476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Aphanobasidium","Treseder_etal_2016_45","Aphanobasidium_pseudotsugae","Aphanobasidium pseudotsugae","e82c1f2d-f457-4b90-8b15-d3ebc20c393e",126027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Apiognomonia","Schoch_etal_2009_17","Apiognomonia_errabunda","Apiognomonia errabunda","5661e65e-d559-496b-9b5e-7f2f6efc2abe",264192,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Poricidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microfungus","Endophyte-Plant Pathogen",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endophyte detection method-molecular (Bahnweg et al. 2005); Causing oak anthracnose in oak (Lee et al. 2013)",NA,NA,NA,NA,NA,NA,NA,"Bahnweg G, et al. 2005. Plant Biology (Stuttgart) 7:659-669; Lee CK, et al. 2013. Plant Disease 97:1121; http://www.apsnet.org/publications/commonnames/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Pathotroph-Symbiotroph"
"45","Apiotrichum","Treseder_etal_2016_2465","Trichosporon_gamsii","Apiotrichum gamsii","a9647346-4643-433d-b7d9-094f786f7dc6",813413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,0.894427190999916,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Arcangeliella","Tedersoo_Smith_2013_11","Arcangeliella","Arcangeliella sp.","1cb17def-36b9-11d5-9548-00d0592d548c",19020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasteroid","Ectomycorrhizal",NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common name - false truffle",NA,NA,NA,NA,NA,NA,NA,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html",NA,NA,NA,NA,NA,NA,NA,NA,"Tedersoo_Smith_2013",NA,13,NA,NA,NA,NA,NA,NA,NA,"Hypogeous",NA,"Symbiotroph"
"47","Archaeospora","Schlussler_spores_29","Archaeospora_schenckii","Archaeospora schenckii","cec1c657-474a-47f8-8c9a-35428079a1a3",560049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.1095437,23.06733807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#E5E5E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.3711508,15.24279491,NA,NA,NA,"Glomeromycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.1777778,15.726668,NA,NA,NA,40,33510.3216382911,40,NA,NA,NA,NA,NA,"Schlussler_spores",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Armillaria","Maynard_etal_2017_1","Armillaria_gallica","Armillaria gallica","f18a12a3-89e6-4061-9dfb-da3f9a64a8d7",131162,294,11,1.5469406238125,5,5,1,0,4,3,NA,NA,NA,0,15.33,15.573985749319,23.8511932395466,2,10,5,NA,NA,7.33,2,4,12,0,NA,NA,NA,NA,NA,0,NA,"Probable",21,"MMN",NA,NA,175,NA,NA,4,2,0.25,3600,10,0,1,4,NA,NA,"Agaricoid","Wood Saprotroph",10,"Basidiomycota",0,30.465247,0,-89.040298,583,1.5,120.0673233,12,304,0,"Common name - Eastern honey mushroom (Eastern US)",0.37,0.22,1,NA,NA,17,18.9999999999999,"Volk TJ, Burdsall HH. 1993. McIlvainea 11:4-11",8,104.71975511966,5.5,NA,NA,NA,NA,NA,"Maynard_etal_2017","",20,44,16.96,354.1,2.8,7.78,0.8,14473,"NULL",3,"Pathotroph-Saprotroph"
"49","Armillariella","Zhang_and_Elser_351","Armillariella_sp.","Armillariella sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agaricoid","Plant Pathogen",NA,NA,NA,47.5,NA,-121.76,1688,10,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"http://www.apsnet.org/publications/commonnames/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,"Zhang_and_Elser","Wood",13,44,63.37,391.95,0.81,6.18,0.29,NA,"NULL",NA,"Pathotroph"
"50","Arrhenia","Bassler_etal_2015_33","Arrhenia_acerosa","Arrhenia acerosa","4392bcc3-dbcc-476e-b3ee-fa480d035915",107614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.894427190999916,0,-0.894427190999916,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,114.721538931138,5.3,NA,NA,NA,NA,NA,"Bassler_etal_2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Arthonia","Schoch_etal_2009_12","Arthonia_patellulata","Arthonia patellulata","5febaae8-1956-4ec0-86a4-01b63ce2ab74",376720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Rostrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Arthopyrenia","Schoch_etal_2009_20","Arthopyrenia_salicis","Arthopyrenia salicis","9b0110b1-cead-46a4-9d58-2f9f1db288ad",377251,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascolocular","Ostiolar","Fissitunicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Arthrinium","Schoch_etal_2009_18","Apiospora_montagnei","Arthrinium arundinis","1cb17dd1-36b9-11d5-9548-00d0592d548c",308985,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Poricidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Dung Saprotroph-Plant Pathogen",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syn. Apiospora montagnei; Host-Horederum vulgare; Necrotroph causing kernel blight on barley (Martínez-Cano et al. 1992)",NA,NA,NA,NA,NA,NA,NA,"Martínez-Cano C, et al. 1992. Plant Disease 76:1077-1077; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; http://www.apsnet.org/publications/commonnames/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Pathotroph-Saprotroph"
"54","Arthrobotrys","Grigoriev_etal_2014_7","Arthrobotrys_oligospora","Arthrobotrys oligospora","1cb17e13-36b9-11d5-9548-00d0592d548c",149365,NA,7,NA,3.99999999999999,3,8,2,3,1,NA,NA,NA,0,NA,NA,NA,1,6,9,NA,NA,NA,1,6,15,0,-0.894427190999916,-0.894427190999916,0.894427190999916,-0.894427190999916,-0.894427190999916,0,NA,NA,23,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,1,0,NA,NA,NA,NA,3,"Ascomycota",0,NA,NA,NA,NA,NA,NA,16,NA,1,NA,NA,NA,2,NA,NA,20,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,11479,NA,1,NA
"55","Arthroderma","Grigoriev_etal_2014_8","Arthroderma_benhamiae","Arthroderma benhamiae","1cb1af00-36b9-11d5-9548-00d0592d548c",326487,NA,8,NA,1,2,3,2,1,0,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,NA,NA,0,0,14,0,NA,NA,NA,NA,NA,0,NA,"Probable",0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,0,2,NA,NA,"NULL","Animal Pathogen",1,"Ascomycota",0,NA,NA,NA,NA,NA,NA,1,NA,0,"Likely opportunistic human pathogen (Irinyi et al. 2015)",NA,NA,2,NA,NA,20,21,"Irinyi L, et al. 2015. Medical Mycology 53:313-337; http://www.cdc.gov",NA,NA,NA,NA,NA,NA,NA,NA,"Grigoriev_etal_2014",NA,20,NA,NA,NA,NA,NA,NA,7980,"NULL",1,"Pathotroph"
"56","Arthrosporum","Treseder_etal_2016_57","Arthrosporum_populorum","Arthrosporum populorum","1a755b64-5741-4149-808f-e78b1665ef3e",377461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Ascobolus","Schoch_etal_2009_21","Ascobolus_carbonarius","Ascobolus carbonarius","f514d767-5015-4bb1-a731-ee90cd1025d7",145251,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Operculate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Dung Saprotroph-Undefined Saprotroph",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; James TY, et al. 2006. Nature 443:818-822",NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Saprotroph"
"58","Ascocoryne","Schoch_etal_2009_23","Ascocoryne_sarcoides","Ascocoryne sarcoides","1cb17e50-36b9-11d5-9548-00d0592d548c",326593,NA,11,NA,3,4,9,6,5.00000000000001,2,"Ascohymenial","Exposed hymenium","Poricidal",0,NA,NA,NA,1,6,4,NA,NA,NA,1,5.00000000000001,11,0,NA,NA,NA,NA,NA,0,NA,NA,6,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,2,0,4,NA,NA,NA,NA,4,"Ascomycota",1,NA,NA,NA,NA,NA,NA,5.00000000000001,NA,0,NA,NA,NA,1,NA,NA,18,25.9999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,10672,NA,1,NA
"59","Ascodesmis","Schoch_etal_2009_24","Ascodesmis_sphaerospora","Ascodesmis sphaerospora","e7e4fd7b-91aa-4430-bacd-620b89ae4cd0",326595,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Operculate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Dung Saprotroph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565",NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Saprotroph"
"60","Ascomycota","Treseder_etal_2016_1803","Ascomycota_cf_Orbiliales_OTU_028","Ascomycota cf Orbiliales OTU 028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
